,,,count,mean,mean,mean,sum,sum,sum,Transport
,,,Severity,Distance(mi),Duration_Time,Severity,Distance(mi),Duration_Time,Severity,Transport
State,year,month,,,,,,,,
IA,17,10,169,2.0766863882893607,36.02110453648915,2.6153846153846154,350.95999962090195,6087.566666666666,442,3077.0
IA,17,11,310,2.1869612733810375,140.42107526881722,2.638709677419355,677.9579947481216,43530.53333333334,818,2674.0
IA,17,12,302,2.1015132302391444,100.06059602649007,2.6754966887417218,634.6569955322216,30218.300000000003,808,2646.0
IA,18,1,208,2.2411298156064445,51.77580128205128,2.6009615384615383,466.1550016461404,10769.366666666667,541,2397.0
IA,18,2,370,1.971789184345625,195.79995495495496,2.7162162162162162,729.5619982078813,72445.98333333334,1005,2170.0
IA,18,3,193,3.1648186388110777,36.38937823834196,2.5544041450777204,610.809997290538,7023.149999999999,493,2659.0
IA,18,4,232,1.8038362011889097,34.713002873563234,2.5905172413793105,418.48999867582705,8053.416666666671,601,2750.0
IA,18,5,211,1.5045497624013469,33.402211690363345,2.5687203791469195,317.4599998666842,7047.866666666665,542,3100.0
IA,18,6,196,2.1406122293148493,33.12831632653061,2.6581632653061225,419.55999694571045,6493.15,521,3068.0
IA,18,7,137,1.9374452439146277,33.328345498783456,2.664233576642336,265.429998416304,4565.983333333334,365,3126.0
IA,18,8,174,2.1414367953079254,31.921360153256682,2.6666666666666665,372.610002383579,5554.316666666663,464,3036.0
IA,18,9,123,1.6018699221886905,33.93184281842817,2.5609756097560976,197.03000042920894,4173.616666666665,315,2870.0
IA,18,10,196,1.245204071684989,32.74175170068028,2.5255102040816326,244.05999805025786,6417.383333333335,495,3084.0
IA,18,11,228,1.6713508838585656,37.40000000000001,2.482456140350877,381.06800151975295,8527.200000000003,566,2534.0
IA,18,12,215,1.5469209252156384,36.33875968992249,2.5441860465116277,332.58799892136227,7812.833333333335,547,2598.0
IA,19,1,364,1.6402939491105253,39.53873626373627,2.6538461538461537,597.0669974762312,14392.100000000002,966,2296.0
IA,19,2,313,1.8606805044565933,39.60239616613417,2.6134185303514377,582.3929978949137,12395.549999999996,818,2104.0
IA,19,3,155,1.3369548468089418,73.71698924731179,2.7096774193548385,207.22800125538598,11426.133333333328,420,2653.0
IA,19,4,163,1.214233135449276,94.22004089979552,2.644171779141104,197.920001078232,15357.86666666667,431,2900.0
IA,19,5,190,2.3046052672552015,112.8030701754387,2.6736842105263157,437.8750007784883,21432.583333333354,508,3073.0
IA,19,6,164,2.102012190557073,108.72510162601631,2.6463414634146343,344.72999925135997,17830.916666666675,434,3037.0
IA,19,7,203,2.057428570395538,124.98620689655172,2.6699507389162562,417.65799979029424,25372.2,542,3162.0
IA,19,8,229,2.6364148682786674,70.05465793304222,2.7860262008733625,603.7390048358149,16042.51666666667,638,3065.0
IA,19,9,217,2.139562206166019,86.11075268817203,2.7327188940092166,464.28499873802616,18686.03333333333,593,2884.0
IA,19,10,295,2.6350474611929275,57.84542372881358,2.545762711864407,777.3390010519137,17064.400000000005,751,3131.0
IA,19,11,284,2.0356584599261263,83.45293427230047,2.6056338028169015,578.1270026190199,23700.63333333333,740,2533.0
IA,19,12,265,1.5801245270376636,72.14364779874218,2.739622641509434,418.73299966498087,19118.066666666677,726,2643.0
IA,20,1,299,2.362321066857168,71.79074693422517,2.79933110367893,706.3339989902933,21465.433333333327,837,2352.0
IA,20,2,182,1.147225274243901,56.466025641025695,2.5549450549450547,208.79499991238998,10276.816666666677,465,2299.0
IA,20,3,157,1.0962038265042926,68.7142250530786,2.573248407643312,172.10400076117395,10788.133333333339,404,2226.0
IA,20,4,167,1.1560958238301435,57.19520958083834,2.7365269461077846,193.06800257963397,9551.600000000002,457,2092.0
IA,20,5,152,1.053552636833619,61.21655701754387,2.8092105263157894,160.14000079871008,9304.916666666668,427,2438.0
IA,20,6,172,1.0072558162631569,66.69593023255815,2.7093023255813953,173.24800039726298,11471.700000000003,466,
ID,16,6,37,2.361270270270271,376.83108108108104,2.3513513513513513,87.36700000000002,13942.749999999998,87,1622.0
ID,16,7,82,2.118865853658537,387.3042682926829,2.475609756097561,173.74700000000004,31758.949999999997,203,1706.0
ID,16,8,62,1.377822580645161,361.37688172043016,2.2903225806451615,85.42499999999998,22405.36666666667,142,1715.0
ID,16,9,47,1.764957446808511,362.90780141843976,2.4680851063829787,82.95300000000002,17056.666666666668,116,1570.0
ID,16,10,49,1.6688571428571435,368.0292517006803,2.36734693877551,81.77400000000003,18033.433333333334,116,1508.0
ID,16,11,59,1.553084745762712,365.34661016949156,2.2542372881355934,91.632,21555.45,133,1406.0
ID,16,12,83,1.9719638554216858,362.4244979919678,2.2650602409638556,163.67299999999992,30081.23333333333,188,1254.0
ID,17,1,78,1.5887179487179492,370.40384615384613,2.4615384615384617,123.92000000000004,28891.499999999996,192,1189.0
ID,17,2,56,2.056660714285714,368.93125000000003,2.3214285714285716,115.17299999999999,20660.15,130,1188.0
ID,17,3,37,1.724027027027027,363.24009009009006,2.2432432432432434,63.789,13439.883333333333,83,1424.0
ID,17,4,24,1.131916666666667,402.17569444444445,2.0,27.166000000000004,9652.216666666667,48,1443.0
ID,17,5,33,4.446272727272728,347.5388888888889,2.727272727272727,146.727,11468.783333333333,90,1561.0
ID,17,6,24,4.203041666666667,360.0,3.4166666666666665,100.87299999999999,8640.0,82,1617.0
ID,17,7,39,3.0135897435897436,360.0,2.9743589743589745,117.53,14040.0,116,1710.0
ID,17,8,33,4.36084851035397,215.419696969697,2.8181818181818183,143.908000841681,7108.85,93,1729.0
ID,17,9,16,4.077562486889063,93.665625,2.5625,65.240999790225,1498.65,41,1552.0
ID,17,10,11,3.0718181377104545,32.66515151515151,2.6363636363636362,33.789999514815,359.3166666666666,29,1538.0
ID,17,11,7,4.024285759244286,30.538095238095234,2.7142857142857144,28.170000314710002,213.76666666666665,19,1415.0
ID,17,12,10,1.9940000057219998,30.52833333333333,2.5,19.940000057219997,305.2833333333333,25,1310.0
ID,18,1,8,0.98850001371,30.46875,2.375,7.90800010968,243.75,19,1279.0
ID,18,2,30,1.336599998410667,279.4294444444444,2.2,40.09799995232001,8382.883333333333,66,1247.0
ID,18,3,45,0.962822214592889,334.1203703703704,2.066666666666667,43.32699965668,15035.416666666668,93,1432.0
ID,18,4,31,0.4606774193548387,363.53602150537637,2.064516129032258,14.280999999999999,11269.616666666667,64,1441.0
ID,18,5,44,0.8024090911259091,289.3219696969697,2.1363636363636362,35.30600000954,12730.166666666666,94,1571.0
ID,18,6,31,0.652451605981613,296.3456989247312,2.032258064516129,20.22599978543,9186.716666666667,63,1637.0
ID,18,7,51,1.1512548929850979,146.83137254901965,2.0784313725490198,58.71399954223999,7488.400000000002,106,1758.0
ID,18,8,42,2.1039523833364293,173.47936507936512,2.0476190476190474,88.36600010013002,7286.133333333335,86,1731.0
ID,18,9,39,0.9060769284564105,67.18034188034187,2.1025641025641026,35.33700020980001,2620.033333333333,82,1560.0
ID,18,10,40,0.7490250028610002,71.81875,2.175,29.961000114440004,2872.7499999999995,87,1602.0
ID,18,11,28,0.42542857228,29.77380952380953,2.0,11.91200002384,833.6666666666669,56,1399.0
ID,18,12,29,1.4113793011358617,30.16494252873564,2.206896551724138,40.92999973293999,874.7833333333335,64,1369.0
ID,19,1,52,1.5953461468777497,29.262500000000006,2.326923076923077,82.95799963764298,1521.6500000000003,121,1301.0
ID,19,2,66,0.5482878787878789,75.9035353535353,2.212121212121212,36.187000000000005,5009.6333333333305,146,1225.0
ID,19,3,28,0.9311785714285713,29.308928571428567,2.0,26.072999999999997,820.6499999999999,56,1436.0
ID,19,4,25,0.7770000000000001,85.66399999999997,2.56,19.425000000000004,2141.5999999999995,64,1508.0
ID,19,5,44,1.504431818181819,94.30265151515151,2.2954545454545454,66.19500000000004,4149.316666666667,101,1554.0
ID,19,6,39,0.9119487179487177,137.55555555555554,2.230769230769231,35.56599999999999,5364.666666666666,87,1630.0
ID,19,7,56,1.2635714285714286,174.92767857142857,2.392857142857143,70.76,9795.95,134,1780.0
ID,19,8,50,1.2916999999999998,317.28100000000006,2.32,64.585,15864.050000000003,116,1714.0
ID,19,9,39,1.3216410256410251,153.10213675213677,2.3333333333333335,51.54399999999998,5970.9833333333345,91,1599.0
ID,19,10,64,3.1523437580471882,230.4703124999999,2.21875,201.75000051502005,14750.099999999993,142,1590.0
ID,19,11,33,1.4332121226569698,279.8040404040404,2.393939393939394,47.29600004768,9233.533333333333,79,1383.0
ID,19,12,58,0.9195689655172415,259.6341954022989,2.5344827586206895,53.33500000000001,15058.783333333335,147,1372.0
ID,20,1,75,1.4527333338418666,107.16711111111115,2.7066666666666666,108.95500003814,8037.5333333333365,203,1298.0
ID,20,2,56,1.6114642880987502,176.42291666666668,2.5714285714285716,90.24200013353001,9879.683333333334,144,1317.0
ID,20,3,43,1.0134883658830234,229.47170542635658,2.186046511627907,43.57999973297,9867.283333333333,94,1191.0
ID,20,4,26,6.161384624187692,291.1679487179488,2.0,160.19600022888,7570.366666666669,52,990.0
ID,20,5,52,0.28753845887903845,221.56121794871797,2.269230769230769,14.95199986171,11521.183333333334,118,1244.0
ID,20,6,33,0.2738484829700001,250.41363636363636,2.212121212121212,9.036999938010002,8263.65,73,
IL,16,4,1,0.272,360.0,3.0,0.272,360.0,3,9602.0
IL,16,6,919,0.1381675734494016,213.35293797606093,2.313384113166485,126.97600000000006,196071.35,2126,10765.0
IL,16,7,2195,0.15177038724373595,195.04876233864846,2.311617312072893,333.1360000000004,428132.0333333334,5074,9295.0
IL,16,8,2832,0.13281320621468926,189.9581332391714,2.29978813559322,376.127,537961.4333333333,6513,9452.0
IL,16,9,2559,0.10316217272372032,176.12710694281614,2.2618210238374363,263.9920000000003,450709.2666666665,5788,9049.0
IL,16,10,2590,0.1372729729729729,187.1411711711712,2.268725868725869,355.53699999999975,484695.6333333334,5876,9814.0
IL,16,11,3061,0.16950179679843186,185.2717630404008,2.3051290427964717,518.8449999999999,567116.8666666668,7056,8198.0
IL,16,12,2920,0.1813404109589041,200.6401769406393,2.2914383561643836,529.514,585869.3166666668,6691,8237.0
IL,17,1,2392,0.20732190635451597,197.56591415830547,2.3762541806020065,495.9140000000022,472577.6666666667,5684,7752.0
IL,17,2,2378,0.1694015979814977,200.05892907204935,2.3187552565180822,402.8370000000015,475740.13333333336,5514,8468.0
IL,17,3,2526,0.15763816310372086,202.88143969385064,2.3269992082343625,398.1939999999989,512478.5166666667,5878,8761.0
IL,17,4,2337,0.1347582370560545,188.76284410212526,2.332905434317501,314.9299999999994,441138.7666666667,5452,9314.0
IL,17,5,1987,0.16778107697294625,190.77099479953026,2.33517866129844,333.3809999452442,379061.9666666666,4640,9508.0
IL,17,6,2339,0.16649166282995015,146.337530283597,2.3035485250106884,389.4239993592534,342283.4833333334,5388,10603.0
IL,17,7,1730,0.24042774581570883,175.67763005780347,2.3566473988439305,415.9400002611763,303922.3,4077,9052.0
IL,17,8,1821,0.2517990120944497,175.26836902800656,2.381658429434377,458.52600102399293,319163.69999999995,4337,9374.0
IL,17,9,1710,0.15214093590501648,140.11849902534115,2.339766081871345,260.16100039757816,239602.6333333334,4001,8884.0
IL,17,10,2247,0.21879750821508448,128.6676160807002,2.30173564753004,491.6380009592948,289116.13333333336,5172,9514.0
IL,17,11,2060,0.16897427144334623,135.08868932038834,2.336407766990291,348.08699917329324,278282.69999999995,4813,7978.0
IL,17,12,1761,0.2171873943704617,173.97825099375348,2.3838727995457125,382.467001486383,306375.6999999999,4198,8161.0
IL,18,1,2306,0.2656448391015886,146.21650766117384,2.386383347788378,612.5769989682633,337175.26666666684,5503,7987.0
IL,18,2,2131,0.205106523007319,110.22065540434853,2.268418582824965,437.0820005285968,234880.21666666673,4834,7896.0
IL,18,3,1958,0.1700669053737409,118.06049540347294,2.3161389172625126,332.99100072178464,231162.45,4535,8587.0
IL,18,4,1565,0.22678849927930222,155.53738019169327,2.4421725239616614,354.92400137210797,243415.99999999997,3822,9379.0
IL,18,5,1814,0.24276846743216324,143.22797684674754,2.414553472987872,440.3819999219441,259815.55000000002,4380,9640.0
IL,18,6,1760,0.2232170451352409,139.8936174242424,2.413068181818182,392.861999438024,246212.76666666663,4247,10250.0
IL,18,7,1872,0.19152884623152414,96.63308404558398,2.361645299145299,358.54200014541317,180897.13333333321,4421,9212.0
IL,18,8,1985,0.22455415527495512,71.68089840470184,2.316876574307305,445.73999822078594,142286.58333333314,4599,9369.0
IL,18,9,2170,0.22460230365279293,33.042910906298054,2.3142857142857145,487.3869989265607,71703.11666666677,5022,8609.0
IL,18,10,2748,0.16259461431708702,31.652371421640016,2.268922852983988,446.8100001433551,86980.71666666676,6235,9757.0
IL,18,11,2250,0.26612800117171975,32.22708148148143,2.343111111111111,598.7880026363695,72510.93333333322,5272,7746.0
IL,18,12,1503,0.2532102474737939,32.198369926812966,2.383898868928809,380.57500195311223,48394.149999999885,3583,8332.0
IL,19,1,2055,0.2286618009266171,31.562376317923714,2.430170316301703,469.9000009041981,64860.68333333323,4994,7750.0
IL,19,2,1698,0.21906065970481525,32.174430702787575,2.3392226148409896,371.9650001787763,54632.183333333305,3972,8076.0
IL,19,3,1519,0.2953640555289841,51.29023480359889,2.4160631994733377,448.65800034852685,77909.86666666671,3670,8578.0
IL,19,4,1665,0.3214318330912724,59.43087087087086,2.428828828828829,535.1840020969685,98952.39999999998,4044,9705.0
IL,19,5,1776,0.300586711411369,56.660041291291286,2.447635135135135,533.8419994665913,100628.23333333332,4347,9538.0
IL,19,6,1537,0.2437482112901759,67.6845911949685,2.423552374756018,374.64100075300036,104031.21666666659,3725,10221.0
IL,19,7,1362,0.3885022025993511,72.7963166911406,2.5337738619676946,529.1399999403162,99148.5833333335,3451,9506.0
IL,19,8,1422,0.30298734241762915,60.405356305672846,2.50210970464135,430.84800091786866,85896.41666666679,3558,9371.0
IL,19,9,1267,0.34358958175422394,68.42961062878184,2.5193370165745854,435.3280000826017,86700.3166666666,3192,8681.0
IL,19,10,1870,0.31588716604835093,58.13821746880574,2.411229946524064,590.7090005104162,108718.46666666673,4509,9927.0
IL,19,11,1905,0.26975170729484577,66.95524059492567,2.283464566929134,513.8770023966812,127549.73333333341,4350,7942.0
IL,19,12,1885,0.19315119321214466,59.106852343059295,2.363395225464191,364.0899992048927,111416.41666666677,4455,8390.0
IL,20,1,1837,0.2502542186024819,56.56162221012517,2.4251497005988023,459.7169995727593,103903.69999999994,4455,8288.0
IL,20,2,1645,0.2928990868966723,62.31699088145896,2.388449848024316,481.818997945026,102511.45,3929,8179.0
IL,20,3,1506,0.25527025157198,51.214209827357074,2.605577689243028,384.4369988674019,77128.59999999976,3924,6859.0
IL,20,4,2202,0.2363315174931284,41.55060551014201,2.796094459582198,520.4020015198687,91494.43333333271,6157,5805.0
IL,20,5,2594,0.3266919819744544,45.83994474428107,2.8057054741711642,847.4390012417348,118908.8166666651,7278,6643.0
IL,20,6,3520,0.5114596586448851,47.70276041666668,2.7769886363636362,1800.3379984299954,167913.7166666667,9775,
IN,16,2,90,2.8026222222222223,360.0901851851852,3.311111111111111,252.23600000000002,32408.116666666665,298,5481.0
IN,16,3,62,1.2927096774193547,360.0,2.9516129032258065,80.148,22320.0,183,6412.0
IN,16,4,74,1.3108378378378378,360.572972972973,3.1216216216216215,97.002,26682.4,231,7200.0
IN,16,5,58,2.8516034482758617,360.0,3.206896551724138,165.39299999999997,20880.0,186,6983.0
IN,16,6,91,2.0939560439560445,351.42857142857144,2.89010989010989,190.55000000000004,31980.0,263,6955.0
IN,16,7,162,2.1648580246913585,359.6325102880659,2.802469135802469,350.70700000000005,58260.46666666667,454,8139.0
IN,16,8,214,1.7086355140186917,352.3502336448598,2.7476635514018692,365.648,75402.95,588,7128.0
IN,16,9,177,1.3517909604519767,349.3750470809793,2.7570621468926553,239.26699999999985,61839.38333333333,488,6956.0
IN,16,10,202,1.7809851485148507,357.6102310231023,2.7475247524752477,359.75899999999984,72237.26666666666,555,8092.0
IN,16,11,203,1.59123645320197,363.2105090311987,2.729064039408867,323.0209999999999,73731.73333333334,554,6732.0
IN,16,12,290,1.5784724137931037,357.23706896551727,2.7586206896551726,457.75700000000006,103598.75,800,7066.0
IN,17,1,216,1.4779814814814816,354.78125,2.9166666666666665,319.244,76632.75,630,6286.0
IN,17,2,198,1.0517828282828283,355.0605218855219,2.7525252525252526,208.253,70301.98333333334,545,5239.0
IN,17,3,193,1.375269430051813,353.4949913644214,2.8031088082901556,265.4269999999999,68224.53333333334,541,6122.0
IN,17,4,169,1.3194378698224847,379.2820512820513,2.8224852071005917,222.98499999999993,64098.66666666668,477,6865.0
IN,17,5,226,1.2357787610619475,409.95390855457225,2.9026548672566372,279.2860000000001,92649.58333333333,656,6822.0
IN,17,6,172,0.9129186046498634,358.24748062015505,2.6569767441860463,157.0219999997765,61618.566666666666,457,6745.0
IN,17,7,333,0.47615915996105085,171.54434434434432,2.4174174174174174,158.56100026702993,57124.26666666666,805,7840.0
IN,17,8,1347,0.19989532346731553,71.03874041078939,2.2880475129918336,269.259000710474,95689.1833333333,3082,6983.0
IN,17,9,1391,0.17651473773720408,75.93231488138036,2.318475916606758,245.53200019245088,105621.85000000008,3225,6786.0
IN,17,10,1032,0.28585561959133904,86.27128552971563,2.373062015503876,295.0029994182619,89031.96666666653,2449,7253.0
IN,17,11,577,0.35654246053002947,120.51135181975742,2.4766031195840554,205.724999725827,69535.05000000003,1429,6441.0
IN,17,12,1092,0.2735100725329862,78.41242368742358,2.389194139194139,298.67299920602096,85626.36666666655,2609,6900.0
IN,18,1,1649,0.3076907209656521,83.46798059429958,2.343844754396604,507.3819988723603,137638.7,3865,6316.0
IN,18,2,1206,0.35202238910649053,79.79310392482024,2.3681592039800994,424.5390012624276,96230.4833333332,2856,5255.0
IN,18,3,1032,0.3599583340032453,83.69780361757095,2.3924418604651163,371.47700069134913,86376.13333333323,2469,6132.0
IN,18,4,1100,0.29120545333373904,77.23480303030291,2.35,320.32599866711297,84958.28333333321,2585,7106.0
IN,18,5,1062,0.3268239180534106,78.26178593848071,2.4218455743879472,347.0870009727221,83114.01666666652,2572,7292.0
IN,18,6,1104,0.4429728244371032,80.8047554347825,2.4003623188405796,489.0419981785619,89208.4499999999,2650,6906.0
IN,18,7,1246,0.20365569939681621,47.00263509898328,2.2808988764044944,253.755001448433,58565.28333333317,2842,8394.0
IN,18,8,1030,0.11662135929385244,35.26762135922325,2.29126213592233,120.120000072668,36325.64999999994,2360,7399.0
IN,18,9,1421,0.2533201977792934,35.297818437719876,2.2723434201266715,359.96800104437585,50158.199999999946,3229,6871.0
IN,18,10,1592,0.26282349241174113,31.699214824120567,2.2814070351758793,418.4149999194919,50465.14999999994,3632,7835.0
IN,18,11,538,0.8381487023990184,36.380390334572446,2.637546468401487,450.9240018906719,19572.649999999976,1419,6673.0
IN,18,12,721,0.4718321760182898,32.649260286638906,2.5409153952843275,340.19099890918693,23540.11666666665,1832,7347.0
IN,19,1,759,0.7868656086856468,35.62843653930614,2.6693017127799736,597.230996992406,27041.983333333363,2026,6338.0
IN,19,2,646,0.9439551062636895,36.358952528379795,2.695046439628483,609.7949986463434,23487.88333333335,1741,5281.0
IN,19,3,485,0.6897546386549863,62.3517525773196,2.6061855670103093,334.5309997476684,30240.600000000006,1264,6079.0
IN,19,4,547,0.7035502729165153,70.87434491163934,2.495429616087751,384.8419992853339,38768.26666666672,1365,7165.0
IN,19,5,665,0.7365338353765352,76.46360902255631,2.6285714285714286,489.7950005253959,50848.29999999995,1748,7046.0
IN,19,6,566,0.4956996456446113,84.5415194346289,2.545936395759717,280.56599943484997,47850.499999999956,1441,6630.0
IN,19,7,723,0.6171120356055904,85.92279852466571,2.4190871369294604,446.1720017428418,62122.183333333305,1749,8223.0
IN,19,8,816,0.6143921593425523,82.6982638888889,2.485294117647059,501.34400202352265,67481.78333333334,2028,7198.0
IN,19,9,682,0.5034648086114681,71.45378787878788,2.5791788856304985,343.36299947302126,48731.48333333333,1759,6879.0
IN,19,10,682,0.6795483864186537,71.0800586510264,2.5762463343108504,463.4519995375218,48476.600000000006,1757,7782.0
IN,19,11,528,0.7622632611561608,84.98143939393935,2.6136363636363638,402.4750018904529,44870.19999999998,1380,6381.0
IN,19,12,668,0.7267185634454247,70.98680139720568,2.6766467065868262,485.4480003815437,47419.18333333339,1788,7138.0
IN,20,1,630,0.5955698431775653,68.88534391534382,2.6857142857142855,375.20900120186616,43397.76666666661,1692,6630.0
IN,20,2,500,0.7474840008692815,91.37306666666674,2.622,373.7420004346407,45686.53333333337,1311,5121.0
IN,20,3,430,0.7561279053355995,56.685193798449596,2.6906976744186046,325.13499929430776,24374.633333333328,1157,4909.0
IN,20,4,494,0.48380364501337847,50.703576248313105,2.8218623481781377,238.99900063660897,25047.566666666673,1394,4315.0
IN,20,5,762,0.8054199489128715,58.46327646544188,2.736220472440945,613.7300010716081,44549.016666666714,2085,5335.0
IN,20,6,893,1.1382653981971955,48.02885405001875,2.7917133258678613,1016.4710005900955,42889.76666666674,2493,
KS,16,6,49,0.4597959183673468,360.3374149659864,2.4081632653061225,22.529999999999994,17656.533333333333,118,2827.0
KS,16,7,97,0.4947628865979381,369.7549828178694,2.247422680412371,47.992,35866.23333333333,218,2833.0
KS,16,8,139,0.8135179856115109,360.01342925659475,2.194244604316547,113.07900000000001,50041.86666666667,305,2857.0
KS,16,9,93,0.8647634408602154,360.1311827956989,2.3548387096774195,80.42300000000003,33492.2,219,2643.0
KS,16,10,122,0.5469016393442621,360.79562841530054,2.278688524590164,66.72199999999997,44017.066666666666,278,2699.0
KS,16,11,144,0.8504166666666679,360.59768518518524,2.3819444444444446,122.46000000000018,51926.06666666667,343,2679.0
KS,16,12,118,0.9481101694915256,360.234604519774,2.3135593220338984,111.87700000000002,42507.683333333334,273,2771.0
KS,17,1,128,0.5373671874999998,360.32148437499995,2.2421875,68.78299999999997,46121.149999999994,287,2308.0
KS,17,2,89,0.4915280898876406,360.00730337078653,2.3820224719101124,43.74600000000001,32040.65,212,2457.0
KS,17,3,141,0.5322907801418439,362.3452718676123,2.3900709219858154,75.053,51090.683333333334,337,2638.0
KS,17,4,118,0.6773389830508476,360.5629943502825,2.3559322033898304,79.92600000000002,42546.433333333334,278,2689.0
KS,17,5,110,0.5037636363636363,360.075,2.227272727272727,55.41399999999999,39608.25,245,2800.0
KS,17,6,87,0.4325517241379309,360.5823754789272,2.3908045977011496,37.63199999999999,31370.666666666668,208,2891.0
KS,17,7,131,0.6608549618320615,330.2941475826972,2.381679389312977,86.57200000000006,43268.53333333333,312,2860.0
KS,17,8,263,0.6495855514486464,188.45158428390366,2.650190114068441,170.841000030994,49562.76666666666,697,2946.0
KS,17,9,163,0.3660122691926748,185.4653374233129,2.6809815950920246,59.659999878406,30230.85,437,2682.0
KS,17,10,160,0.4871437500651566,140.1359375,2.66875,77.94300001042505,22421.75,427,2720.0
KS,17,11,156,0.27212820495241674,162.32382478632476,2.7051282051282053,42.45199997257701,25322.516666666663,422,2688.0
KS,17,12,188,0.40265425410484607,174.22508865248227,2.7127659574468086,75.69899977171106,32754.316666666666,510,2825.0
KS,18,1,262,0.3018129770582711,170.5242366412214,2.5916030534351147,79.07499998926703,44677.350000000006,679,2409.0
KS,18,2,208,0.29234134744337487,160.63733974358973,2.701923076923077,60.80700026822197,33412.566666666666,562,2286.0
KS,18,3,226,0.2472876102185753,162.29498525073748,2.650442477876106,55.886999909398014,36678.66666666667,599,2701.0
KS,18,4,184,0.22673913057731523,150.56159420289856,2.6793478260869565,41.720000026226,27703.333333333336,493,2732.0
KS,18,5,182,0.2013406593799616,150.95219780219782,2.642857142857143,36.64400000715301,27473.300000000003,481,2934.0
KS,18,6,135,0.2430296295810816,164.66814814814813,2.6074074074074076,32.808999993446015,22230.199999999997,352,2915.0
KS,18,7,137,0.32150364964375205,118.53892944038928,2.562043795620438,44.04600000119403,16239.833333333332,351,2937.0
KS,18,8,194,0.5707422677954279,86.20567010309276,2.654639175257732,110.72399995231301,16723.899999999994,515,3026.0
KS,18,9,204,0.24562745100960434,33.31200980392158,2.7892156862745097,50.10800000595928,6795.650000000002,569,2695.0
KS,18,10,236,0.29562711822480087,31.521115819209033,2.6483050847457625,69.767999901053,7438.983333333332,625,2783.0
KS,18,11,273,0.3941611720028938,33.22069597069597,2.567765567765568,107.60599995679,9069.25,701,2527.0
KS,18,12,155,0.2688387107618452,34.31107526881722,2.7419354838709675,41.670000168086005,5318.216666666669,425,2929.0
KS,19,1,213,0.19330985893248362,34.335289514867014,2.6291079812206575,41.17499995261901,7313.416666666673,560,2404.0
KS,19,2,226,0.19498230086913723,35.21386430678466,2.606194690265487,44.06599999642501,7958.333333333333,589,2242.0
KS,19,3,156,0.46612820435817326,53.65715811965812,2.6666666666666665,72.71599987987503,8370.516666666666,416,2641.0
KS,19,4,159,0.4287987431355599,65.71614255765199,2.6226415094339623,68.17900015855402,10448.866666666667,417,2883.0
KS,19,5,162,0.2424135794116907,66.47500000000002,2.5308641975308643,39.27099986469389,10768.950000000003,410,2793.0
KS,19,6,156,0.3628333346477372,61.03963675213672,2.576923076923077,56.602000205047005,9522.183333333329,402,2820.0
KS,19,7,172,0.31389534964130816,66.41288759689924,2.622093023255814,53.99000013830501,11423.01666666667,451,2946.0
KS,19,8,148,1.222263513561838,60.21497747747747,2.6013513513513513,180.89500000715202,8911.816666666666,385,2897.0
KS,19,9,155,0.5375548483851033,64.39752688172042,2.767741935483871,83.32100149969101,9981.616666666667,429,2649.0
KS,19,10,166,0.25547590351400606,69.17319277108435,2.6927710843373496,42.408999983325,11482.750000000002,447,2805.0
KS,19,11,144,0.26133333368107636,79.97222222222223,2.8055555555555554,37.63200005007499,11516.000000000002,404,2599.0
KS,19,12,138,0.5050144952761157,79.01449275362323,2.8260869565217392,69.69200034810397,10904.000000000005,390,2842.0
KS,20,1,175,0.4931714389462288,65.42228571428576,2.72,86.30500181559003,11448.900000000009,476,2410.0
KS,20,2,93,1.0016559125556774,66.1571684587814,2.774193548387097,93.153999867678,6152.6166666666695,258,2466.0
KS,20,3,127,0.36114172999342525,55.404724409448804,2.763779527559055,45.864999709165005,7036.399999999998,351,2190.0
KS,20,4,183,0.09108196736624045,45.73360655737703,2.7814207650273226,16.668000028022004,8369.249999999996,509,1801.0
KS,20,5,221,0.2775656090745746,45.05309200603318,2.6515837104072397,61.341999605480986,9956.733333333334,586,2190.0
KS,20,6,253,0.06164426851081819,47.56166007905142,2.7430830039525693,15.595999933237001,12033.10000000001,694,
KY,16,2,41,1.4254390243902433,360.01544715447153,2.3902439024390243,58.44299999999998,14760.633333333333,98,3341.0
KY,16,3,121,2.02893388429752,361.6115702479339,2.487603305785124,245.5009999999999,43755.0,301,4171.0
KY,16,4,92,1.3781086956521735,360.00018115942026,2.760869565217391,126.78599999999997,33120.01666666666,254,4490.0
KY,16,5,63,1.305904761904762,350.7142857142857,2.619047619047619,82.272,22095.0,165,4347.0
KY,16,6,68,1.3576029411764705,360.0,2.6323529411764706,92.317,24480.0,179,4514.0
KY,16,7,138,1.216768115942029,360.0,2.420289855072464,167.914,49680.0,334,3887.0
KY,16,8,126,1.2891031746031754,360.0,2.5396825396825395,162.4270000000001,45360.0,320,4396.0
KY,16,9,80,1.6511000000000007,363.75,3.025,132.08800000000005,29100.0,242,4165.0
KY,16,10,121,1.448512396694215,362.0323691460055,2.6942148760330578,175.27,43805.91666666667,326,4344.0
KY,16,11,123,1.1536504065040656,359.76747967479673,2.5853658536585367,141.89900000000006,44251.4,318,4100.0
KY,16,12,95,0.8575263157894735,360.0,2.431578947368421,81.46499999999997,34200.0,231,4008.0
KY,17,1,53,0.6219811320754717,360.0,2.188679245283019,32.964999999999996,19080.0,116,3933.0
